Day ,Month,Year,Case type,No,Day,Month.1,Year.1,Day.1,Month.2,Year.2,Outcome,Day.2,Month.3,Year.3,(Enter free text),Audit Date,Registered,Date_Last_in_Court,Code/Year,Age of File,age_category
31,5,2024,RRC,254,27,11,2007,29,1,2009,Active,,,,Recommended for dismissal,2024-05-31,2007-11-27,2009-01-29,254/2007,16.5095792521407,Over 3
31,5,2024,RRC,254A,4,12,2007,6,12,2007,Active:Hg on 15/1/2008,,,,Recommended for dismissal,2024-05-31,2007-12-04,2007-12-06,254A/2007,16.49041390309178,Over 3
31,5,2024,RRC,255,29,11,2007,14,3,2019,Dismissed,,,,Recommended for closure CTS,2024-05-31,2007-11-29,2019-03-14,255/2007,16.504103438126723,Over 3
31,5,2024,RRC,271,14,12,2007,14,12,2007,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal,2024-05-31,2007-12-14,2007-12-14,271/2007,16.463034833021897,Over 3
31,5,2024,RRC,125,11,5,2007,4,5,2010,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2007-05-11,2010-05-04,125/2007,17.057160653538403,Over 3
31,5,2024,RRC,25,2,2,2007,11,7,2007,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2007-02-02,2007-07-11,25/2007,17.325475540223277,Over 3
31,5,2024,RRC,82,11,7,2007,5,5,2010,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2007-07-11,2010-05-05,82/2007,16.890148326112104,Over 3
31,5,2024,RRC,24,8,1,2019,9,4,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-08,2019-04-09,24/2019,5.39367680376736,Over 3
31,5,2024,RRC,26,8,1,2019,27,8,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-08,2019-08-27,26/2019,5.39367680376736,Over 3
31,5,2024,RRC,28,8,1,2019,12,1,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-08,2022-01-12,28/2019,5.39367680376736,Over 3
31,5,2024,RRC,29,8,1,2019,12,3,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-08,2019-03-12,29/2019,5.39367680376736,Over 3
31,5,2024,RRC,30,8,1,2019,11,3,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-08,2019-03-11,30/2019,5.39367680376736,Over 3
31,5,2024,RRC,33,9,1,2019,28,2,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-09,2019-02-28,33/2019,5.390938896760371,Over 3
31,5,2024,RRC,34,9,1,2019,10,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-09,2019-01-10,34/2019,5.390938896760371,Over 3
31,5,2024,RRC,35,9,1,2019,26,2,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-09,2019-02-26,35/2019,5.390938896760371,Over 3
31,5,2024,RRC,37,10,1,2019,26,2,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-10,2019-02-26,37/2019,5.388200989753383,Over 3
31,5,2024,RRC,40,10,1,2019,3,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-10,2019-02-03,40/2019,5.388200989753383,Over 3
31,5,2024,RRC,42,10,1,2019,4,3,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-10,2019-03-04,42/2019,5.388200989753383,Over 3
31,5,2024,RRC,43,10,1,2019,13,7,2020,Active,,,,Recommended for dismissal,2024-05-31,2019-01-10,2020-07-13,43/2019,5.388200989753383,Over 3
31,5,2024,RRC,44,10,1,2019,18,6,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-10,2019-06-18,44/2019,5.388200989753383,Over 3
31,5,2024,RRC,45,11,1,2019,27,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-11,2019-02-27,45/2019,5.385463082746394,Over 3
31,5,2024,RRC,47,10,1,2019,11,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-10,2019-01-11,47/2019,5.388200989753383,Over 3
31,5,2024,RRC,48,10,1,2019,26,2,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-10,2019-02-26,48/2019,5.388200989753383,Over 3
31,5,2024,RRC,49,11,1,2019,11,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-11,2019-01-11,49/2019,5.385463082746394,Over 3
31,5,2024,RRC,50,11,1,2019,6,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-11,2019-02-06,50/2019,5.385463082746394,Over 3
31,5,2024,RRC,51,11,1,2019,17,10,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-11,2019-10-17,51/2019,5.385463082746394,Over 3
31,5,2024,RRC,52,11,1,2019,17,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-11,2019-04-17,52/2019,5.385463082746394,Over 3
31,5,2024,RRC,54,11,1,2019,14,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-11,2019-01-14,54/2019,5.385463082746394,Over 3
31,5,2024,RRC,57,11,1,2019,10,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-11,2019-04-10,57/2019,5.385463082746394,Over 3
31,5,2024,RRC,58,15,1,2019,15,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-15,2019-02-15,58/2019,5.374511454718441,Over 3
31,5,2024,RRC,62,15,1,2019,15,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-15,2019-01-15,62/2019,5.374511454718441,Over 3
31,5,2024,RRC,63,15,1,2019,13,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-15,2019-01-13,63/2019,5.374511454718441,Over 3
31,5,2024,RRC,65,15,1,2019,13,8,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-15,2019-08-13,65/2019,5.374511454718441,Over 3
31,5,2024,RRC,66,15,1,2019,28,2,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-15,2019-02-28,66/2019,5.374511454718441,Over 3
31,5,2024,RRC,67,15,1,2019,14,10,2019,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2019-01-15,2019-10-14,67/2019,5.374511454718441,Over 3
31,5,2024,RRC,91,17,1,2019,9,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-17,2019-04-09,91/2019,5.369035640704463,Over 3
31,5,2024,RRC,92,17,1,2019,11,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-17,2019-04-11,92/2019,5.369035640704463,Over 3
31,5,2024,RRC,93,18,1,2019,18,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-18,2019-01-18,93/2019,5.366297733697475,Over 3
31,5,2024,RRC,94,17,1,2019,3,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-17,2019-04-03,94/2019,5.369035640704463,Over 3
31,5,2024,RRC,95,24,1,2019,18,3,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-24,2019-03-18,95/2019,5.349870291655543,Over 3
31,5,2024,RRC,96,18,1,2019,28,5,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-18,2019-05-28,96/2019,5.366297733697475,Over 3
31,5,2024,RRC,97,18,1,2019,13,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-18,2019-02-13,97/2019,5.366297733697475,Over 3
31,5,2024,RRC,98,18,1,2019,18,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-18,2019-02-18,98/2019,5.366297733697475,Over 3
31,5,2024,RRC,99,25,6,2019,19,11,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-06-25,2019-11-19,99/2019,4.933708426593291,Over 3
31,5,2024,RRC,100,18,1,2019,23,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-18,2019-04-23,100/2019,5.366297733697475,Over 3
31,5,2024,RRC,101,21,1,2019,9,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-21,2019-04-09,101/2019,5.3580840126765095,Over 3
31,5,2024,RRC,102,21,1,2019,2,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-21,2019-04-02,102/2019,5.3580840126765095,Over 3
31,5,2024,RRC,103,21,1,2019,21,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-21,2019-01-21,103/2019,5.3580840126765095,Over 3
31,5,2024,RRC,104,21,1,2019,14,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-21,2019-02-14,104/2019,5.3580840126765095,Over 3
31,5,2024,RRC,105,7,2,2019,24,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-02-07,2019-04-24,105/2019,5.311539593557705,Over 3
31,5,2024,RRC,107,21,1,2019,18,6,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-21,2019-06-18,107/2019,5.3580840126765095,Over 3
31,5,2024,RRC,108,21,1,2019,1,4,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-21,2019-04-01,108/2019,5.3580840126765095,Over 3
31,5,2024,RRC,109,22,1,2019,13,5,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-22,2019-05-13,109/2019,5.355346105669521,Over 3
31,5,2024,RRC,110,22,1,2019,22,1,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-22,2019-01-22,110/2019,5.355346105669521,Over 3
31,5,2024,RRC,111,21,1,2019,22,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-21,2019-02-22,111/2019,5.3580840126765095,Over 3
31,5,2024,RRC,113,22,1,2019,20,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-22,2019-02-20,113/2019,5.355346105669521,Over 3
31,5,2024,RRC,115,22,1,2019,5,2,2019,Active,,,,Recommended for dismissal,2024-05-31,2019-01-22,2019-02-05,115/2019,5.355346105669521,Over 3
31,5,2024,RRC,790,30-,11,2021,1,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,,2022-01-01,790/2021,,Over 3
31,5,2024,RRC,192,3,3,2021,1,11,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-03,2021-11-01,192/2021,3.2444198032813816,Over 3
31,5,2024,RRC,193,3,3,2021,10,6,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-03,2021-06-10,193/2021,3.2444198032813816,Over 3
31,5,2024,RRC,195,4,3,2021,12,4,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-04,2021-04-12,195/2021,3.241681896274393,Over 3
31,5,2024,RRC,197,4,3,2021,10,4,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-04,2021-04-10,197/2021,3.241681896274393,Over 3
31,5,2024,RRC,199,4,3,2021,10,4,2021,Active,,,,Recommended for dismissal,2024-05-31,2021-03-04,2021-04-10,199/2021,3.241681896274393,Over 3
31,5,2024,RRC,200,4,3,2021,14,4,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-04,2021-04-14,200/2021,3.241681896274393,Over 3
31,5,2024,RRC,201,4,3,2021,14,4,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-04,2021-04-14,201/2021,3.241681896274393,Over 3
31,5,2024,RRC,202,5,3,2021,14,4,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-05,2021-04-14,202/2021,3.2389439892674043,Over 3
31,5,2024,RRC,204,5,3,2021,14,4,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-05,2021-04-14,204/2021,3.2389439892674043,Over 3
31,5,2024,RRC,205,5,3,2021,14,4,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-05,2021-04-14,205/2021,3.2389439892674043,Over 3
31,5,2024,RRC,206,5,3,2021,27,7,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-05,2022-07-27,206/2021,3.2389439892674043,Over 3
31,5,2024,RRC,291,31,3,2021,24,4,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-03-31,2021-04-24,291/2021,3.1677584070857034,Over 3
31,5,2024,RRC,292,1,4,2021,5,5,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-04-01,2022-05-05,292/2021,3.1650205000787146,Over 3
31,5,2024,RRC,294,1,4,2021,25,5,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-04-01,2021-05-25,294/2021,3.1650205000787146,Over 3
31,5,2024,RRC,295,1,4,2021,21,9,2021,Closed,,,,Closed ,2024-05-31,2021-04-01,2021-09-21,295/2021,3.1650205000787146,Over 3
31,5,2024,RRC,747,31,5,2017,24,1,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-31,2017-01-24,747/2017,7.000828216869614,Over 3
31,5,2024,RRC,721,29,5,2017,29,5,2018,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-29,2018-05-29,721/2017,7.006304030883591,Over 3
31,5,2024,RRC,720,31,5,2017,18,9,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-31,2017-09-18,720/2017,7.000828216869614,Over 3
31,5,2024,RRC,698,23,5,2017,15,8,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-23,2017-08-15,698/2017,7.022731472925522,Over 3
31,5,2024,RRC,563,9,6,2017,29,11,2018,Closed,,,,Recommended for closure CTS,2024-05-31,2017-06-09,2018-11-29,563/2017,6.976187053806718,Over 3
31,5,2024,RRC,715,26,5,2017,14,9,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-26,2017-09-14,715/2017,7.014517751904556,Over 3
31,5,2024,RRC,88,24,1,2017,29,3,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-01-24,2017-03-29,88/2017,7.348542406757154,Over 3
31,5,2024,RRC,734,30,5,2017,19,9,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-30,2017-09-19,734/2017,7.0035661238766025,Over 3
31,5,2024,RRC,604,5,5,2017,31,8,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-05,2017-08-31,604/2017,7.072013799051315,Over 3
31,5,2024,RRC,788,20,6,2017,10,10,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-06-20,2017-10-10,788/2017,6.946070076729844,Over 3
31,5,2024,RRC,797,20,9,2017,22,6,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-09-20,2017-06-22,797/2017,6.694182632086901,Over 3
31,5,2024,RRC,772,8,6,2017,7,5,2018,Closed,,,,Recommended for closure CTS,2024-05-31,2017-06-08,2018-05-07,772/2017,6.978924960813706,Over 3
31,5,2024,RRC,458,4,4,2017,20,6,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-04-04,2017-06-20,458/2017,7.156888916267959,Over 3
31,5,2024,RRC,607,5,5,2017,29,3,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-05,2017-03-29,607/2017,7.072013799051315,Over 3
31,5,2024,RRC,650,12,5,2017,15,7,2019,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-12,2019-07-15,650/2017,7.052848450002395,Over 3
31,5,2024,RRC,635,11,5,2017,5,2,2018,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-11,2018-02-05,635/2017,7.055586357009384,Over 3
31,5,2024,RRC,448,4,4,2017,25,3,2019,Closed,,,,Recommended for closure CTS,2024-05-31,2017-04-04,2019-03-25,448/2017,7.156888916267959,Over 3
31,5,2024,RRC,487,18,4,2017,21,11,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-04-18,2017-11-21,487/2017,7.1185582181701195,Over 3
31,5,2024,RRC,738,30,5,2017,19,6,2019,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-30,2019-06-19,738/2017,7.0035661238766025,Over 3
31,5,2024,RRC,728,29,5,2017,19,9,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-29,2017-09-19,728/2017,7.006304030883591,Over 3
31,5,2024,RRC,776,8,6,2017,12,4,2018,Closed,,,,Recommended for closure CTS,2024-05-31,2017-06-08,2018-04-12,776/2017,6.978924960813706,Over 3
31,5,2024,RRC,566,9,6,2017,9,11,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-06-09,2017-11-09,566/2017,6.976187053806718,Over 3
31,5,2024,RRC,569,12,6,2017,5,9,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-06-12,2017-09-05,569/2017,6.967973332785752,Over 3
31,5,2024,RRC,672,17,5,2017,31,8,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2017-05-17,2017-08-31,672/2017,7.039158914967453,Over 3
31,5,2024,RRC,29,21,2,2010,16,2,2011,Closed,,,,Recommended for closure CTS,2024-05-31,2010-02-21,2011-02-16,29/2010,14.27270922743109,Over 3
31,5,2024,RRC,19,15,9,2010,16,2,2011,Closed,,,,Recommended for closure CTS,2024-05-31,2010-09-15,2011-02-16,19/2010,13.708700383991458,Over 3
31,5,2024,RRC,5,10,5,2010,25,8,2010,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2010-05-10,2010-08-25,5/2010,14.059152480885986,Over 3
31,5,2024,RRC,2,26,5,2010,26,5,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2010-05-26,2010-05-26,2/2010,14.01534596877417,Over 3
31,5,2024,RRC,1467,16,12,2010,14,2,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2010-12-16,2010-02-14,1467/2010,13.456812939348515,Over 3
31,5,2024,RRC,1490,21,12,2016,17,1,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2016-12-21,2017-01-17,1490/2016,7.441631244994763,Over 3
31,5,2024,RRC,259,9,3,2016,10,3,2016,Closed,,,,Recommended for closure CTS,2024-05-31,2016-03-09,2016-03-10,259/2016,8.227410556000466,Over 3
31,5,2024,RRC,1029,14,9,2016,21,11,2016,Closed,,,,Recommended for closure CTS,2024-05-31,2016-09-14,2016-11-21,1029/2016,7.709946131679637,Over 3
31,5,2024,RRC,1039,15,9,2016,17,10,2016,Closed,,,,Recommended for closure CTS,2024-05-31,2016-09-15,2016-10-17,1039/2016,7.707208224672649,Over 3
31,5,2024,RRC,918,19,8,2016,5,9,2016,Closed,,,,Recommended for closure CTS,2024-05-31,2016-08-19,2016-09-05,918/2016,7.781131713861338,Over 3
31,5,2024,RRC,966,30,8,2016,31,8,2016,Closed,,,,Recommended for closure CTS,2024-05-31,2016-08-30,2016-08-31,966/2016,7.751014736784465,Over 3
31,5,2024,RRC,973,1,9,2016,19,10,2016,Closed,,,,Recommended for closure CTS,2024-05-31,2016-09-01,2016-10-19,973/2016,7.745538922770488,Over 3
31,5,2024,RRC,1478,20,8,2016,16,5,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2016-08-20,2017-05-16,1478/2016,7.77839380685435,Over 3
31,5,2024,RRC,343,6,4,2016,17,1,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2016-04-06,2017-01-17,343/2016,8.150749159804787,Over 3
31,5,2024,RRC,332,31,3,2016,8,6,2016,Closed,,,,Recommended for closure CTS,2024-05-31,2016-03-31,2016-06-08,332/2016,8.167176601846718,Over 3
31,5,2024,RRC,331,14,6,2016,18,8,2016,Closed,,,,Recommended for closure CTS,2024-05-31,2016-06-14,2016-08-18,331/2016,7.96183357632258,Over 3
31,5,2024,RRC,347,7,4,2016,28,3,2017,Closed,,,,Recommended for closure CTS,2024-05-31,2016-04-07,2017-03-28,347/2016,8.148011252797799,Over 3
31,5,2024,RRC,92,11,5,2009,13,8,2009,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2009-05-11,2009-08-13,92/2009,15.055750631429802,Over 3
31,5,2024,RRC,62,27,3,2009,1,9,2009,Active:Order granted,,,,Recommended for dismissal,2024-05-31,2009-03-27,2009-09-01,62/2009,15.178956446744285,Over 3
31,5,2024,RRC,134,29,5,2009,2,9,2009,Closed,,,,Recommended for closure CTS,2024-05-31,2009-05-29,2009-09-02,134/2009,15.00646830530401,Over 3
31,5,2024,RRC,137,6,8,2009,5,11,2009,Closed,,,,Recommended for closure CTS,2024-05-31,2009-08-06,2009-11-05,137/2009,14.817552721821803,Over 3
31,5,2024,RRC,152,18,8,2009,3,11,2009,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal,2024-05-31,2009-08-18,2009-11-03,152/2009,14.78469783773794,Over 3
31,5,2024,RRC,150,10,9,2009,29,10,2009,Active:Order granted,,,,Recommended for dismissal,2024-05-31,2009-09-10,2009-10-29,150/2009,14.721725976577206,Over 3
31,5,2024,RRC,146,6,8,2009,28,10,2009,Closed,,,,Recommended for closure CTS,2024-05-31,2009-08-06,2009-10-28,146/2009,14.817552721821803,Over 3
31,5,2024,RRC,143,3,8,2009,10,12,2009,Closed,,,,Recommended for closure CTS,2024-05-31,2009-08-03,2009-12-10,143/2009,14.825766442842768,Over 3
31,5,2024,RRC,149,11,8,2009,5,11,2009,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal,2024-05-31,2009-08-11,2009-11-05,149/2009,14.803863186786861,Over 3
31,5,2024,RRC,211,7,10,2009,10,2,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-10-07,2010-02-10,211/2009,14.647802487388516,Over 3
31,5,2024,RRC,195,15,9,2009,9,3,2011,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2009-09-15,2011-03-09,195/2009,14.708036441542262,Over 3
31,5,2024,RRC,156,18,8,2009,4,11,2009,Active:Parties to take date at registry,,,,Recommended for dismissal,2024-05-31,2009-08-18,2009-11-04,156/2009,14.78469783773794,Over 3
31,5,2024,RRC,141,30,7,2009,6,10,2009,Closed,,,,Recommended for closure CTS,2024-05-31,2009-07-30,2009-10-06,141/2009,14.836718070870722,Over 3
31,5,2024,RRC,9,25,6,2009,4,10,2009,Active:Parties to take date at registry,,,,Recommended for dismissal,2024-05-31,2009-06-25,2009-10-04,9/2009,14.932544816115321,Over 3
31,5,2024,RRC,10,6,4,2009,12,8,2009,Active:Order granted,,,,Recommended for dismissal,2024-05-31,2009-04-06,2009-08-12,10/2009,15.151577376674402,Over 3
31,5,2024,RRC,14,30,6,2009,30,6,2009,Closed,,,,Recommended for closure CTS,2024-05-31,2009-06-30,2009-06-30,14/2009,14.918855281080377,Over 3
31,5,2024,RRC,15,19,12,2009,13,12,2011,Active:Mentioned on 3/2/2012,,,,Recommended for dismissal,2024-05-31,2009-12-19,2011-12-13,15/2009,14.447935275878354,Over 3
31,5,2024,RRC,16,16,5,2009,16,4,2012,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2009-05-16,2012-04-16,16/2009,15.04206109639486,Over 3
31,5,2024,RRC,20,7,7,2009,5,5,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-07-07,2010-05-05,20/2009,14.899689932031459,Over 3
31,5,2024,RRC,44,18,12,2009,8,7,2010, Active:Orders granted,,,,Recommended for dismissal,2024-05-31,2009-12-18,2010-07-08,44/2009,14.450673182885343,Over 3
31,5,2024,RRC,296,20,11,2009,15,4,2010,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2009-11-20,2010-04-15,296/2009,14.527334579081021,Over 3
31,5,2024,RRC,295,20,11,2009,30,3,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2010-03-30,295/2009,14.527334579081021,Over 3
31,5,2024,RRC,294,20,11,2009,15,4,2010,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2009-11-20,2010-04-15,294/2009,14.527334579081021,Over 3
31,5,2024,RRC,291,20,11,2009,30,3,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2010-03-30,291/2009,14.527334579081021,Over 3
31,5,2024,RRC,286,20,11,2009,4,2,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2010-02-04,286/2009,14.527334579081021,Over 3
31,5,2024,RRC,285,20,11,2009,8,12,2009,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2009-12-08,285/2009,14.527334579081021,Over 3
31,5,2024,RRC,284,20,11,2009,3,2,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2010-02-03,284/2009,14.527334579081021,Over 3
31,5,2024,RRC,283,20,11,2009,14,1,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2010-01-14,283/2009,14.527334579081021,Over 3
31,5,2024,RRC,279,20,11,2009,10,2,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2010-02-10,279/2009,14.527334579081021,Over 3
31,5,2024,RRC,275,20,11,2009,18,2,2010,Active:Parties to take date at registry,,,,Recommended for dismissal,2024-05-31,2009-11-20,2010-02-18,275/2009,14.527334579081021,Over 3
31,5,2024,RRC,271,20,11,2009,14,1,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2010-01-14,271/2009,14.527334579081021,Over 3
31,5,2024,RRC,270,20,11,2009,2,2,2010,Active:Order granted,,,,Recommended for dismissal,2024-05-31,2009-11-20,2010-02-02,270/2009,14.527334579081021,Over 3
31,5,2024,RRC,266,20,11,2009,3,3,2010,Closed,,,,Recommended for closure CTS,2024-05-31,2009-11-20,2010-03-03,266/2009,14.527334579081021,Over 3
31,5,2024,RRC,264,20,11,2009,16,2,2010,Active:Parties to take date at registry,,,,Recommended for dismissal,2024-05-31,2009-11-20,2010-02-16,264/2009,14.527334579081021,Over 3
