Day ,Month,Year,Case type,No,Day,Month.1,Year.1,Day.1,Month.2,Year.2,Outcome,Day.2,Month.3,Year.3,(Enter free text),Audit Date,Registered,Date_Last_in_Court,Code/Year,Age of File,age_category
31,5,2024,RRC,1958,29,12,2023,12,1,2024,Active:Plantiff to Take date at registry after 14 days,,,,Needs next date,2024-05-31,2023-12-29,2024-01-12,1958/2023,0.4216376790762302,Less than 1 year
31,5,2024,RRC,E1708,16,11,2023,13,2,2024,Closed,,,,Closed,2024-05-31,2023-11-16,2024-02-13,E1708/2023,0.539367680376736,Less than 1 year
31,5,2024,RRC,E1710,16,11,2023,20,11,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-16,2023-11-20,E1710/2023,0.539367680376736,Less than 1 year
31,5,2024,RRC,E1711,16,11,2023,20,11,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-16,2023-11-20,E1711/2023,0.539367680376736,Less than 1 year
31,5,2024,RRC,E1714,16,11,2023,4,12,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-16,2023-12-04,E1714/2023,0.539367680376736,Less than 1 year
31,5,2024,RRC,E1717,16,11,2023,20,11,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-16,2023-11-20,E1717/2023,0.539367680376736,Less than 1 year
31,5,2024,RRC,E1699,14,11,2023,7,2,2024,Closed,,,,Closed,2024-05-31,2023-11-14,2024-02-07,E1699/2023,0.544843494390713,Less than 1 year
31,5,2024,RRC,E1698,14,11,2023,24,1,2024,Closed,,,,Closed,2024-05-31,2023-11-14,2024-01-24,E1698/2023,0.544843494390713,Less than 1 year
31,5,2024,RRC,E1696,14,11,2023,25,3,2024,Closed,,,,Closed,2024-05-31,2023-11-14,2024-03-25,E1696/2023,0.544843494390713,Less than 1 year
31,5,2024,RRC,E1697,8,11,2023,22,12,2023,Active:Party to file docs,,,,Needs next date,2024-05-31,2023-11-08,2023-12-22,E1697/2023,0.561270936432644,Less than 1 year
31,5,2024,RRC,E1701,14,11,2023,8,5,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-14,2024-05-08,E1701/2023,0.544843494390713,Less than 1 year
31,5,2024,RRC,E1703,14,11,2023,19,1,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-14,2024-01-19,E1703/2023,0.544843494390713,Less than 1 year
31,5,2024,RRC,E1707,15,11,2023,20,11,2023,Active,,,,Needs next date,2024-05-31,2023-11-15,2023-11-20,E1707/2023,0.5421055873837245,Less than 1 year
31,5,2024,RRC,E1721,17,11,2023,17,1,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-17,2024-01-17,E1721/2023,0.5366297733697475,Less than 1 year
31,5,2024,RRC,E1745,22,11,2023,23,11,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-22,2023-11-23,E1745/2023,0.522940238334805,Less than 1 year
31,5,2024,RRC,E1756,23,11,2023,13,3,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-23,2024-03-13,E1756/2023,0.5202023313278165,Less than 1 year
31,5,2024,RRC,E1761,24,11,2023,30,4,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-24,2024-04-30,E1761/2023,0.517464424320828,Less than 1 year
31,5,2024,RRC,E1751,23,11,2023,23,11,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-23,2023-11-23,E1751/2023,0.5202023313278165,Less than 1 year
31,5,2024,RRC,E1752,23,11,2023,23,11,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-23,2023-11-23,E1752/2023,0.5202023313278165,Less than 1 year
31,5,2024,RRC,E1753,23,11,2023,5,12,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-11-23,2023-12-05,E1753/2023,0.5202023313278165,Less than 1 year
31,5,2024,RRC,E1432,25,9,2023,26,9,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-09-25,2023-09-26,E1432/2023,0.6817388447401383,Less than 1 year
31,5,2024,RRC,E1436,27,9,2023,2,11,2023,Active,,,,Recommended for closure CTS,2024-05-31,2023-09-27,2023-11-02,E1436/2023,0.6762630307261613,Less than 1 year
31,5,2024,RRC,E1319,4,9,2023,1,2,2024,Closed,,,,Recommended for closure CTS,2024-05-31,2023-09-04,2024-02-01,E1319/2023,0.7392348918868971,Less than 1 year
31,5,2024,RRC,E1435,26,9,2023,14,12,2023,Active,,,,Recommended for dismissal,2024-05-31,2023-09-26,2023-12-14,E1435/2023,0.6790009377331498,Less than 1 year
31,5,2024,RRC,E1436,27,9,2023,2,11,2023,Active,,,,Recommended for dismissal,2024-05-31,2023-09-27,2023-11-02,E1436/2023,0.6762630307261613,Less than 1 year
31,5,2024,RRC,707,5,7,2023,23,5,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2023-07-05,2022-05-23,707/2023,0.906247219313196,Less than 1 year
31,5,2024,RRC,E1127,26,7,2023,11,8,2023,Active,,,,Needs next date,2024-05-31,2023-07-26,2023-08-11,E1127/2023,0.8487511721664374,Less than 1 year
31,5,2024,RRC,E1129,26,7,2023,27,7,2023,Active:Interparty hearing,,,,Recommended for Dismissal ,2024-05-31,2023-07-26,2023-07-27,E1129/2023,0.8487511721664374,Less than 1 year
31,5,2024,RRC,E1131,27,7,2023,27,7,2023,Active:Interparty hearing,,,,Recommended for Dismissal ,2024-05-31,2023-07-27,2023-07-27,E1131/2023,0.8460132651594489,Less than 1 year
31,5,2024,RRC,E1132,27,7,2023,28,7,2023,Active:Interparty hearing,,,,Recommended for Dismissal ,2024-05-31,2023-07-27,2023-07-28,E1132/2023,0.8460132651594489,Less than 1 year
31,5,2024,RRC,E1133,7,7,2023,30,11,2023,Active,,,,Needs next date,2024-05-31,2023-07-07,2023-11-30,E1133/2023,0.900771405299219,Less than 1 year
31,5,2024,RRC,E1036,7,7,2023,26,9,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-07,2023-09-26,E1036/2023,0.900771405299219,Less than 1 year
31,5,2024,RRC,E1037,7,7,2023,7,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-07,2023-07-07,E1037/2023,0.900771405299219,Less than 1 year
31,5,2024,RRC,E1038,7,7,2023,20,11,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-07,2023-11-20,E1038/2023,0.900771405299219,Less than 1 year
31,5,2024,RRC,E1039,10,7,2023,17,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-10,2023-07-17,E1039/2023,0.8925576842782534,Less than 1 year
31,5,2024,RRC,E1040,7,7,2023,10,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-07,2023-07-10,E1040/2023,0.900771405299219,Less than 1 year
31,5,2024,RRC,E1043,7,7,2023,10,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-07,2023-07-10,E1043/2023,0.900771405299219,Less than 1 year
31,5,2024,RRC,E1044,7,7,2023,11,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-07,2023-07-11,E1044/2023,0.900771405299219,Less than 1 year
31,5,2024,RRC,E1045,10,7,2023,14,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-10,2023-07-14,E1045/2023,0.8925576842782534,Less than 1 year
31,5,2024,RRC,E1046,10,7,2023,11,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-10,2023-07-11,E1046/2023,0.8925576842782534,Less than 1 year
31,5,2024,RRC,E1049,10,7,2023,26,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-10,2023-07-26,E1049/2023,0.8925576842782534,Less than 1 year
31,5,2024,RRC,E1050,11,7,2023,11,7,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-07-11,2023-07-11,E1050/2023,0.8898197772712649,Less than 1 year
31,5,2024,RRC,E1051,10,7,2023,27,3,2024,Active,,,,Recommended for Dismissal ,2024-05-31,2023-07-10,2024-03-27,E1051/2023,0.8925576842782534,Less than 1 year
31,5,2024,RRC,E1053,11,7,2023,11,7,2023,Active,,,,Recommended for Dismissal ,2024-05-31,2023-07-11,2023-07-11,E1053/2023,0.8898197772712649,Less than 1 year
31,5,2024,RRC,E1054,11,7,2023,11,7,2023,Active,,,,Recommended for Dismissal ,2024-05-31,2023-07-11,2023-07-11,E1054/2023,0.8898197772712649,Less than 1 year
31,5,2024,RRC,E1060,13,7,2023,11,7,2023,Active,,,,Recommended for Dismissal ,2024-05-31,2023-07-13,2023-07-11,E1060/2023,0.8843439632572879,Less than 1 year
31,5,2024,RRC,E1062,13,7,2023,12,10,2023,Active,,,,Needs next date,2024-05-31,2023-07-13,2023-10-12,E1062/2023,0.8843439632572879,Less than 1 year
31,5,2024,RRC,E1063,13,7,2023,24,10,2023,Active,,,,Needs next date,2024-05-31,2023-07-13,2023-10-24,E1063/2023,0.8843439632572879,Less than 1 year
31,5,2024,RRC,E1064,13,7,2023,25,10,2023,Active,,,,Needs next date,2024-05-31,2023-07-13,2023-10-25,E1064/2023,0.8843439632572879,Less than 1 year
31,5,2024,RRC,E1065,13,7,2023,26,8,2023,Active,,,,Needs next date,2024-05-31,2023-07-13,2023-08-26,E1065/2023,0.8843439632572879,Less than 1 year
31,5,2024,RRC,E1213,9,8,2023,11,8,2023,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2023-08-09,2023-08-11,E1213/2023,0.8104204740685983,Less than 1 year
31,5,2024,RRC,E1214,9,9,2023,1,2,2024,Active,,,,Recommended for closure CTS,2024-05-31,2023-09-09,2024-02-01,E1214/2023,0.7255453568519545,Less than 1 year
31,5,2024,RRC,E1215,9,8,2023,14,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-09,2023-08-14,E1215/2023,0.8104204740685983,Less than 1 year
31,5,2024,RRC,E1219,10,8,2023,1,9,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-10,2023-09-01,E1219/2023,0.8076825670616098,Less than 1 year
31,5,2024,RRC,E1221,11,8,2023,11,10,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-11,2023-10-11,E1221/2023,0.8049446600546212,Less than 1 year
31,5,2024,RRC,E1224,11,8,2023,4,10,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-11,2023-10-04,E1224/2023,0.8049446600546212,Less than 1 year
31,5,2024,RRC,E1225,11,8,2023,14,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-11,2023-08-14,E1225/2023,0.8049446600546212,Less than 1 year
31,5,2024,RRC,E1226,11,8,2023,23,10,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-11,2023-10-23,E1226/2023,0.8049446600546212,Less than 1 year
31,5,2024,RRC,E1227,17,8,2023,28,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-17,2024-02-28,E1227/2023,0.7885172180126901,Less than 1 year
31,5,2024,RRC,E1230,23,8,2023,5,9,2023,Active,,,,Needs next date,2024-05-31,2023-08-23,2023-09-05,E1230/2023,0.7720897759707591,Less than 1 year
31,5,2024,RRC,E1231,14,8,2023,15,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-14,2023-08-15,E1231/2023,0.7967309390336557,Less than 1 year
31,5,2024,RRC,E1236,15,8,2023,,,,Closed,,,,Closed,2024-05-31,2023-08-15,,E1236/2023,0.7939930320266672,Less than 1 year
31,5,2024,RRC,E1237,16,8,2023,7,2,2024,Closed,,,,Recommended for closure CTS,2024-05-31,2023-08-16,2024-02-07,E1237/2023,0.7912551250196787,Less than 1 year
31,5,2024,RRC,E1239,16,8,2023,17,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-16,2023-08-17,E1239/2023,0.7912551250196787,Less than 1 year
31,5,2024,RRC,E1240,16,8,2023,17,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-16,2023-08-17,E1240/2023,0.7912551250196787,Less than 1 year
31,5,2024,RRC,E1241,16,8,2023,17,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-16,2023-08-17,E1241/2023,0.7912551250196787,Less than 1 year
31,5,2024,RRC,E1242,17,8,2023,17,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-17,2023-08-17,E1242/2023,0.7885172180126901,Less than 1 year
31,5,2024,RRC,E1243,10,8,2023,3,10,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-10,2023-10-03,E1243/2023,0.8076825670616098,Less than 1 year
31,5,2024,RRC,E1245,18,8,2023,18,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-18,2023-08-18,E1245/2023,0.7857793110057016,Less than 1 year
31,5,2024,RRC,E1246,18,8,2023,21,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-18,2023-08-21,E1246/2023,0.7857793110057016,Less than 1 year
31,5,2024,RRC,E1247,21,8,2023,21,8,2023,Active:Interparty hearing,,,,Needs next date,2024-05-31,2023-08-21,2023-08-21,E1247/2023,0.7775655899847361,Less than 1 year
31,5,2024,RRC,E244,7,2,2024,8,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-08,E244/2024,0.3121213987966899,Less than 1 year
31,5,2024,RRC,E245,7,2,2024,8,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-08,E245/2024,0.3121213987966899,Less than 1 year
31,5,2024,RRC,E243,7,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-07,E243/2024,0.3121213987966899,Less than 1 year
31,5,2024,RRC,E242,7,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-07,2024-02-07,E242/2024,0.3121213987966899,Less than 1 year
31,5,2024,RRC,E241,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E241/2024,0.3148593058036784,Less than 1 year
31,5,2024,RRC,E240,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E240/2024,0.3148593058036784,Less than 1 year
31,5,2024,RRC,E239,6,2,2024,7,2,2024,Active:Interparty hearing,,,,Needs next date,2024-05-31,2024-02-06,2024-02-07,E239/2024,0.3148593058036784,Less than 1 year
