Day ,Month,Year,Case type,No,Day,Month.1,Year.1,Day.1,Month.2,Year.2,Outcome,Day.2,Month.3,Year.3,(Enter free text),Audit Date,Registered,Date_Last_in_Court,Code/Year,Age of File,age_category
31,5,2024,RRC,124,2,2,2022,31,5,2022,Closed,,,,Recommended for closure CTS,2024-05-31,2022-02-02,2022-05-31,124/2022,2.324483048933243,1 to 3
31,5,2024,RRC,125,3,2,2022,25,4,2022,Active,,,,Recommended for dismissal,2024-05-31,2022-02-03,2022-04-25,125/2022,2.3217451419262543,1 to 3
31,5,2024,RRC,126,2,2,2022,3,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-02-02,2022-02-03,126/2022,2.324483048933243,1 to 3
31,5,2024,RRC,127,3,2,2022,11,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-02-03,2022-03-11,127/2022,2.3217451419262543,1 to 3
31,5,2024,RRC,130,3,2,2022,8,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-02-03,2022-03-08,130/2022,2.3217451419262543,1 to 3
31,5,2024,RRC,131,4,2,2022,13,7,2022,Closed,,,,Recommended for closure CTS,2024-05-31,2022-02-04,2022-07-13,131/2022,2.319007234919266,1 to 3
31,5,2024,RRC,132,4,2,2022,7,3,2022,Closed,,,,Recommended for closure CTS,2024-05-31,2022-02-04,2022-03-07,132/2022,2.319007234919266,1 to 3
31,5,2024,RRC,136,4,2,2022,8,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-02-04,2022-03-08,136/2022,2.319007234919266,1 to 3
31,5,2024,RRC,146,8,2,2022,24,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-02-08,2022-02-24,146/2022,2.308055606891312,1 to 3
31,5,2024,RRC,E021,10,1,2022,,,2022,,,,,Recommended for dismissal,2024-05-31,2022-01-10,,E021/2022,2.387454910093979,1 to 3
31,5,2024,RRC,E022,10,1,2022,12,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-01-10,2022-01-12,E022/2022,2.387454910093979,1 to 3
31,5,2024,RRC,E056 ,14,1,2022,20,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-01-14,2022-01-20,E056 /2022,2.376503282066025,1 to 3
31,5,2024,RRC,E057,17,1,2022,13,4,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-01-17,2022-04-13,E057/2022,2.368289561045059,1 to 3
31,5,2024,RRC,E058,17,1,2022,9,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-01-17,2022-02-09,E058/2022,2.368289561045059,1 to 3
31,5,2024,RRC,E059,17,1,2022,19,4,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-01-17,2022-04-19,E059/2022,2.368289561045059,1 to 3
31,5,2024,RRC,E061,17,1,2022,20,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-01-17,2022-01-20,E061/2022,2.368289561045059,1 to 3
31,5,2024,RRC,E028,11,1,2022,13,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-01-11,2022-01-13,E028/2022,2.38471700308699,1 to 3
31,5,2024,RRC,E029,11,1,2022,12,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-01-11,2022-01-12,E029/2022,2.38471700308699,1 to 3
31,5,2024,RRC,E289,10,3,2022,30,3,2022,Closed,,,,Closed,2024-05-31,2022-03-10,2022-03-30,E289/2022,2.2259183966816565,1 to 3
31,5,2024,RRC,E290,11,3,2022,30,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-11,2022-03-30,E290/2022,2.223180489674668,1 to 3
31,5,2024,RRC,E292,14,3,2022,14,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-14,2022-03-14,E292/2022,2.2149667686537025,1 to 3
31,5,2024,RRC,E249,2,3,2022,9,11,2022,Closed,,,,Closed,2024-05-31,2022-03-02,2022-11-09,E249/2022,2.2478216527375645,1 to 3
31,5,2024,RRC,E250,2,3,2022,9,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-02,2022-03-09,E250/2022,2.2478216527375645,1 to 3
31,5,2024,RRC,E251,3,3,2022,22,6,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-03,2022-06-22,E251/2022,2.245083745730576,1 to 3
31,5,2024,RRC,E252,3,3,2022,5,7,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-03,2022-07-05,E252/2022,2.245083745730576,1 to 3
31,5,2024,RRC,E254,3,3,2022,22,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-03,2022-02-22,E254/2022,2.245083745730576,1 to 3
31,5,2024,RRC,E258,4,3,2022,8,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-04,2022-03-08,E258/2022,2.2423458387235877,1 to 3
31,5,2024,RRC,E259,4,3,2022,9,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-04,2022-03-09,E259/2022,2.2423458387235877,1 to 3
31,5,2024,RRC,E260,4,3,2022,22,6,2022,Closed,,,,Closed,2024-05-31,2022-03-04,2022-06-22,E260/2022,2.2423458387235877,1 to 3
31,5,2024,RRC,E261,4,3,2022,14,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-04,2022-03-14,E261/2022,2.2423458387235877,1 to 3
31,5,2024,RRC,E262,5,3,2022,22,8,2022,Closed,,,,Closed,2024-05-31,2022-03-05,2022-08-22,E262/2022,2.2396079317165993,1 to 3
31,5,2024,RRC,E263,7,3,2022,9,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-07,2022-03-09,E263/2022,2.234132117702622,1 to 3
31,5,2024,RRC,E265,7,3,2022,7,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-07,2022-03-07,E265/2022,2.234132117702622,1 to 3
31,5,2024,RRC,E266,7,3,2022,18,4,2023,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-07,2023-04-18,E266/2022,2.234132117702622,1 to 3
31,5,2024,RRC,E269,8,3,2022,9,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-08,2022-03-09,E269/2022,2.2313942106956337,1 to 3
31,5,2024,RRC,E270,8,3,2022,8,6,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-08,2022-06-08,E270/2022,2.2313942106956337,1 to 3
31,5,2024,RRC,E271,8,3,2022,23,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-08,2022-03-23,E271/2022,2.2313942106956337,1 to 3
31,5,2024,RRC,E273,8,3,2022,24,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-08,2022-03-24,E273/2022,2.2313942106956337,1 to 3
31,5,2024,RRC,E274,8,3,2022,11,10,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-08,2022-10-11,E274/2022,2.2313942106956337,1 to 3
31,5,2024,RRC,E275,8,3,2022,29,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-08,2022-03-29,E275/2022,2.2313942106956337,1 to 3
31,5,2024,RRC,E235,28,2,2022,8,6,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-02-28,2022-06-08,E235/2022,2.2532974667515417,1 to 3
31,5,2024,RRC,E236,28,2,2022,3,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-02-28,2022-03-03,E236/2022,2.2532974667515417,1 to 3
31,5,2024,RRC,E238,1,3,2022,3,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-01,2022-03-03,E238/2022,2.2505595597445534,1 to 3
31,5,2024,RRC,E239,1,3,2022,3,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-01,2022-03-03,E239/2022,2.2505595597445534,1 to 3
31,5,2024,RRC,E240,1,3,2022,15,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-01,2022-03-15,E240/2022,2.2505595597445534,1 to 3
31,5,2024,RRC,E277,8,3,2022,7,7,2022,Closed,,,,Recommended for closure CTS,2024-05-31,2022-03-08,2022-07-07,E277/2022,2.2313942106956337,1 to 3
31,5,2024,RRC,E278,9,3,2022,14,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-09,2022-03-14,E278/2022,2.2286563036886453,1 to 3
31,5,2024,RRC,E280,9,3,2022,14,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-09,2022-03-14,E280/2022,2.2286563036886453,1 to 3
31,5,2024,RRC,E282,9,3,2022,16,11,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-03-09,2022-11-16,E282/2022,2.2286563036886453,1 to 3
31,5,2024,RRC,628,14,10,2021,4,5,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-10-14,2022-05-04,628/2021,2.6283907267089672,1 to 3
31,5,2024,RRC,600,29,9,2021,14,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-09-29,2021-10-14,600/2021,2.669459331813795,1 to 3
31,5,2024,RRC,599,29,9,2021,4,1,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-09-29,2022-01-04,599/2021,2.669459331813795,1 to 3
31,5,2024,RRC,601,29,9,2021,21,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-09-29,2021-10-21,601/2021,2.669459331813795,1 to 3
31,5,2024,RRC,603,30,9,2021,1,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-09-30,2021-12-01,603/2021,2.6667214248068065,1 to 3
31,5,2024,RRC,605,30,9,2021,4,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-09-30,2021-10-04,605/2021,2.6667214248068065,1 to 3
31,5,2024,RRC,606,1,10,2021,18,10,2021,Active,,,,Recommended for dismissal,2024-05-31,2021-10-01,2021-10-18,606/2021,2.6639835177998177,1 to 3
31,5,2024,RRC,608,18,10,2021,28,10,2021,Active,,,,Recommended for dismissal,2024-05-31,2021-10-18,2021-10-28,608/2021,2.617439098681013,1 to 3
31,5,2024,RRC,609,1,10,2021,21,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-01,2021-10-21,609/2021,2.6639835177998177,1 to 3
31,5,2024,RRC,611,1,10,2021,28,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-01,2021-10-28,611/2021,2.6639835177998177,1 to 3
31,5,2024,RRC,612,1,10,2021,14,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-01,2021-10-14,612/2021,2.6639835177998177,1 to 3
31,5,2024,RRC,613,27,9,2021,4,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-09-27,2022-01-04,613/2021,2.6749351458277717,1 to 3
31,5,2024,RRC,614,1,10,2021,12,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-01,2021-10-12,614/2021,2.6639835177998177,1 to 3
31,5,2024,RRC,615,4,10,2021,21,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-04,2021-10-21,615/2021,2.6557697967788525,1 to 3
31,5,2024,RRC,616,4,10,2021,11,1,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-10-04,2022-01-11,616/2021,2.6557697967788525,1 to 3
31,5,2024,RRC,618,8,10,2021,26,4,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-10-08,2022-04-26,618/2021,2.6448181687508985,1 to 3
31,5,2024,RRC,620,5,10,2021,25,10,2021,Active,,,,Recommended for dismissal,2024-05-31,2021-10-05,2021-10-25,620/2021,2.6530318897718637,1 to 3
31,5,2024,RRC,621,5,10,2021,25,10,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-05,2021-10-25,621/2021,2.6530318897718637,1 to 3
31,5,2024,RRC,622,6,10,2021,9,11,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-06,2021-11-09,622/2021,2.6502939827648753,1 to 3
31,5,2024,RRC,623,4,10,2021,9,11,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-04,2021-11-09,623/2021,2.6557697967788525,1 to 3
31,5,2024,RRC,624,5,10,2021,15,12,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-05,2022-12-15,624/2021,2.6530318897718637,1 to 3
31,5,2024,RRC,625,5,10,2021,4,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-10-05,2022-01-04,625/2021,2.6530318897718637,1 to 3
31,5,2024,RRC,626,6,10,2021,8,11,2021,Active,,,,Recommended for dismissal,2024-05-31,2021-10-06,2021-11-08,626/2021,2.6502939827648753,1 to 3
31,5,2024,RRC,752,11,11,2021,9,3,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-11-11,2022-03-09,752/2021,2.551729330513289,1 to 3
31,5,2024,RRC,753,11,11,2021,8,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-11,2021-12-08,753/2021,2.551729330513289,1 to 3
31,5,2024,RRC,754,11,11,2021,12,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-11,2022-01-12,754/2021,2.551729330513289,1 to 3
31,5,2024,RRC,756,12,11,2021,20,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-12,2021-12-20,756/2021,2.5489914235063007,1 to 3
31,5,2024,RRC,761,15,11,2021,9,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-15,2022-03-09,761/2021,2.540777702485335,1 to 3
31,5,2024,RRC,764,15,11,2021,9,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-15,2021-12-09,764/2021,2.540777702485335,1 to 3
31,5,2024,RRC,765,15,11,2021,9,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-15,2021-12-09,765/2021,2.540777702485335,1 to 3
31,5,2024,RRC,767,2,11,2021,23,11,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-02,2021-11-23,767/2021,2.5763704935761855,1 to 3
31,5,2024,RRC,769,17,11,2021,28,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-17,2022-02-28,769/2021,2.535301888471358,1 to 3
31,5,2024,RRC,771,16,11,2021,23,11,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-16,2021-11-23,771/2021,2.5380397954783467,1 to 3
31,5,2024,RRC,772,16,11,2021,23,11,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-16,2021-11-23,772/2021,2.5380397954783467,1 to 3
31,5,2024,RRC,773,16,11,2021,10,3,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-11-16,2022-03-10,773/2021,2.5380397954783467,1 to 3
31,5,2024,RRC,774,16,11,2021,14,4,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-16,2022-04-14,774/2021,2.5380397954783467,1 to 3
31,5,2024,RRC,775,17,11,2022,4,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2022-11-17,2022-01-04,775/2022,1.5359658309205528,1 to 3
31,5,2024,RRC,777,17,11,2021,14,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-17,2021-12-14,777/2021,2.535301888471358,1 to 3
31,5,2024,RRC,778,17,11,2021,15,2,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-17,2021-02-15,778/2021,2.535301888471358,1 to 3
31,5,2024,RRC,779,17,11,2021,20,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-17,2022-01-20,779/2021,2.535301888471358,1 to 3
31,5,2024,RRC,782,1,12,2021,24,3,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-12-01,2022-03-24,782/2021,2.496971190373519,1 to 3
31,5,2024,RRC,783,18,11,2021,1,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-18,2022-02-01,783/2021,2.5325639814643695,1 to 3
31,5,2024,RRC,784,18,11,2021,1,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-18,2022-02-01,784/2021,2.5325639814643695,1 to 3
31,5,2024,RRC,785,18,11,2021,22,3,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-18,2022-03-22,785/2021,2.5325639814643695,1 to 3
31,5,2024,RRC,786,18,11,2021,15,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-18,2021-12-15,786/2021,2.5325639814643695,1 to 3
31,5,2024,RRC,789,19,11,2021,16,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-19,2021-12-16,789/2021,2.529826074457381,1 to 3
31,5,2024,RRC,791,19,11,2021,22,6,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-19,2022-06-22,791/2021,2.529826074457381,1 to 3
31,5,2024,RRC,793,19,11,2021,22,6,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-11-19,2022-06-22,793/2021,2.529826074457381,1 to 3
31,5,2024,RRC,794,22,11,2021,12,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-22,2022-01-12,794/2021,2.5216123534364154,1 to 3
31,5,2024,RRC,795,22,11,2021,22,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-22,2022-02-22,795/2021,2.5216123534364154,1 to 3
31,5,2024,RRC,796,11,11,2021,5,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-11,2022-01-05,796/2021,2.551729330513289,1 to 3
31,5,2024,RRC,798,23,11,2021,24,11,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-23,2021-11-24,798/2021,2.518874446429427,1 to 3
31,5,2024,RRC,799,23,11,2021,1,2,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-11-23,2022-02-01,799/2021,2.518874446429427,1 to 3
31,5,2024,RRC,802,23,11,2021,1,2,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-23,2022-02-01,802/2021,2.518874446429427,1 to 3
31,5,2024,RRC,803,23,11,2021,2,6,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-11-23,2022-06-02,803/2021,2.518874446429427,1 to 3
31,5,2024,RRC,805,23,11,2021,5,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-23,2022-01-05,805/2021,2.518874446429427,1 to 3
31,5,2024,RRC,806,23,11,2021,25,12,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-23,2021-12-25,806/2021,2.518874446429427,1 to 3
31,5,2024,RRC,807,23,11,2021,6,1,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-23,2022-01-06,807/2021,2.518874446429427,1 to 3
31,5,2024,RRC,808,24,11,2021,24,11,2021,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-24,2021-11-24,808/2021,2.5161365394224386,1 to 3
31,5,2024,RRC,809,25,11,2021,13,4,2022,Active:Interparty hearing,,,,Recommended for dismissal,2024-05-31,2021-11-25,2022-04-13,809/2021,2.51339863241545,1 to 3
31,5,2024,RRC,811,24,11,2021,15,2,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-11-24,2022-02-15,811/2021,2.5161365394224386,1 to 3
31,5,2024,RRC,812,24,11,2021,17,1,2022,Active,,,,Recommended for dismissal,2024-05-31,2021-11-24,2022-01-17,812/2021,2.5161365394224386,1 to 3
31,5,2024,RRC,E154,9,2,2022,10,3,2022,Active,,,,Recommended for dismissal,2024-05-31,2022-02-09,2022-03-10,E154/2022,2.3053176998843234,1 to 3
31,5,2024,RRC,E161,9,2,2022,10,2,2022,Active:Plaintiff to take date for Interparty within 30 days,,,,Recommended for dismissal,2024-05-31,2022-02-09,2022-02-10,E161/2022,2.3053176998843234,1 to 3
31,5,2024,RRC,E162,17,2,2022,30,6,2022,Active: To be heard ex parte,,,,Recommended for dismissal,2024-05-31,2022-02-17,2022-06-30,E162/2022,2.2834144438284154,1 to 3
31,5,2024,RRC,E071,26,1,2022,9,2,2022,Active:parties to move court,,,,Recommended for dismissal,2024-05-31,2022-01-26,2022-02-09,E071/2022,2.3436483979821623,1 to 3
31,5,2024,RRC,E072,3,1,2022,21,4,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-03,2022-04-21,E072/2022,2.406620259142898,1 to 3
31,5,2024,RRC,E073,20,1,2022,17,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-20,2022-05-17,E073/2022,2.3600758400240935,1 to 3
31,5,2024,RRC,E076,21,1,2022,28,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-21,2022-05-28,E076/2022,2.357337933017105,1 to 3
31,5,2024,RRC,E077,21,1,2022,26,1,2022,Active:Hg on 21/4/2022,,,,Recommended for dismissal,2024-05-31,2022-01-21,2022-01-26,E077/2022,2.357337933017105,1 to 3
31,5,2024,RRC,E078,21,1,2022,21,4,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-21,2022-04-21,E078/2022,2.357337933017105,1 to 3
31,5,2024,RRC,E079,21,1,2022,12,10,2022,Active: To be heard ex parte,,,,Recommended for dismissal,2024-05-31,2022-01-21,2022-10-12,E079/2022,2.357337933017105,1 to 3
31,5,2024,RRC,E080,31,1,2022,24,3,2022,Active:Adjourned,,,,Recommended for dismissal,2024-05-31,2022-01-31,2022-03-24,E080/2022,2.32995886294722,1 to 3
31,5,2024,RRC,E081,24,1,2022,17,6,2022,Active:parties to move court,,,,Recommended for dismissal,2024-05-31,2022-01-24,2022-06-17,E081/2022,2.3491242119961395,1 to 3
31,5,2024,RRC,E083,24,1,2022,16,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-24,2022-05-16,E083/2022,2.3491242119961395,1 to 3
31,5,2024,RRC,E085,26,1,2022,,,2022,No Activity,,,,Recommended for dismissal,2024-05-31,2022-01-26,,E085/2022,2.3436483979821623,1 to 3
31,5,2024,RRC,E086,25,1,2022,17,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-25,2022-05-17,E086/2022,2.346386304989151,1 to 3
31,5,2024,RRC,E087,25,1,2022,25,5,2022,Closed,,,,Recommended for closure CTS,2024-05-31,2022-01-25,2022-05-25,E087/2022,2.346386304989151,1 to 3
31,5,2024,RRC,E088,25,1,2022,17,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-25,2022-05-17,E088/2022,2.346386304989151,1 to 3
31,5,2024,RRC,E089,25,1,2022,17,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-25,2022-05-17,E089/2022,2.346386304989151,1 to 3
31,5,2024,RRC,E090,26,1,2022,28,11,2022,Active:Interparty hearingwithin 14 days,,,,Recommended for dismissal,2024-05-31,2022-01-26,2022-11-28,E090/2022,2.3436483979821623,1 to 3
31,5,2024,RRC,E091,26,1,2022,17,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-26,2022-05-17,E091/2022,2.3436483979821623,1 to 3
31,5,2024,RRC,E092,26,1,2022,17,5,2022,Active: S.O.G,,,,Recommended for dismissal,2024-05-31,2022-01-26,2022-05-17,E092/2022,2.3436483979821623,1 to 3
31,5,2024,RRC,E094,25,1,2022,2,2,2022,Active:Plaintiff to take date for Interparty within 30 days,,,,Recommended for dismissal,2024-05-31,2022-01-25,2022-02-02,E094/2022,2.346386304989151,1 to 3
